Station name,Victoria Bridge - Old
Station number,"730507"
External number,---
River,River Kent
Operator,---
NGR,SD5179193065
Easting,"351791"
Northing,"493065"
Parameter-name,SG [Stage]
Parameter Type,Stage
Time series name,tsm(CLA/730507/SG/15m.Cmd.RelAbs.P);Round(3)
Time series unit,m
Time level,High-resolution
Time series type,Other
Equidistant time series,yes
Time series value distance,15 minute
Time series quality,Production
Time series measuring method,---
Period of record in file: 01/12/2015 00:00:00 to 01/01/2016 00:00:00
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace
Time stamp,Value [m],State of value,Interpolation,Absolute value [mAOD],State of absolute value,Interpolation of absolute value,Tags,Comments
16/12/2015 12:15:00,1.605,G;Ed,102,42.445,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 12:30:00,1.602,G;Ed,102,42.442,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 12:45:00,1.596,G;Ed,102,42.436,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 13:00:00,1.59,G;Ed,102,42.43,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 13:15:00,1.587,G;Ed,102,42.427,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 13:30:00,1.58,G;Ed,102,42.42,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 13:45:00,1.577,G;Ed,102,42.417,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 14:00:00,1.571,G;Ed,102,42.411,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 14:15:00,1.568,G;Ed,102,42.408,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 14:30:00,1.564,G;Ed,102,42.404,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 14:45:00,1.557,G;Ed,102,42.397,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 15:00:00,1.554,G;Ed,102,42.394,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 15:15:00,1.55,G;Ed,102,42.39,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 15:30:00,1.547,G;Ed,102,42.387,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 15:45:00,1.544,G;Ed,102,42.384,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 16:00:00,1.541,G;Ed,102,42.381,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 16:15:00,1.537,G;Ed,102,42.377,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 16:30:00,1.534,G;Ed,102,42.374,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 16:45:00,1.53,G;Ed,102,42.37,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 17:00:00,1.529,G;Ed,102,42.369,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 17:15:00,1.526,G;Ed,102,42.366,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 17:30:00,1.524,G;Ed,102,42.364,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 17:45:00,1.522,G;Ed,102,42.362,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 18:00:00,1.519,G;Ed,102,42.359,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 18:15:00,1.518,G;Ed,102,42.358,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 18:30:00,1.516,G;Ed,102,42.356,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 18:45:00,1.513,G;Ed,102,42.353,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 19:00:00,1.513,G;Ed,102,42.353,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 19:15:00,1.514,G;Ed,102,42.354,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 19:30:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 19:45:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 20:00:00,1.509,G;Ed,102,42.349,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 20:15:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 20:30:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 20:45:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 21:00:00,1.511,G;Ed,102,42.351,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 21:15:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 21:30:00,1.511,G;Ed,102,42.351,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 21:45:00,1.513,G;Ed,102,42.353,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 22:00:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 22:15:00,1.513,G;Ed,102,42.353,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 22:30:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 22:45:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 23:00:00,1.513,G;Ed,102,42.353,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 23:15:00,1.514,G;Ed,102,42.354,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 23:30:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
16/12/2015 23:45:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 00:00:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 00:15:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 00:30:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 00:45:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 01:00:00,1.508,G;Ed,102,42.348,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 01:15:00,1.509,G;Ed,102,42.349,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 01:30:00,1.508,G;Ed,102,42.348,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 01:45:00,1.507,G;Ed,102,42.347,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 02:00:00,1.506,G;Ed,102,42.346,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 02:15:00,1.507,G;Ed,102,42.347,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 02:30:00,1.509,G;Ed,102,42.349,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 02:45:00,1.51,G;Ed,102,42.35,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 03:00:00,1.512,G;Ed,102,42.352,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 03:15:00,1.516,G;Ed,102,42.356,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 03:30:00,1.519,G;Ed,102,42.359,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 03:45:00,1.523,G;Ed,102,42.363,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 04:00:00,1.529,G;Ed,102,42.369,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 04:15:00,1.533,G;Ed,102,42.373,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 04:30:00,1.537,G;Ed,102,42.377,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 04:45:00,1.541,G;Ed,102,42.381,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 05:00:00,1.541,G;Ed,102,42.381,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 05:15:00,1.543,G;Ed,102,42.383,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 05:30:00,1.544,G;Ed,102,42.384,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 05:45:00,1.542,G;Ed,102,42.382,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 06:00:00,1.542,G;Ed,102,42.382,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 06:15:00,1.539,G;Ed,102,42.379,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 06:30:00,1.537,G;Ed,102,42.377,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 06:45:00,1.533,G;Ed,102,42.373,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 07:00:00,1.532,G;Ed,102,42.372,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 07:15:00,1.529,G;Ed,102,42.369,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 07:30:00,1.524,G;Ed,102,42.364,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 07:45:00,1.522,G;Ed,102,42.362,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 08:00:00,1.519,G;Ed,102,42.359,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 08:15:00,1.517,G;Ed,102,42.357,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 08:30:00,1.515,G;Ed,102,42.355,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 08:45:00,1.509,G;Ed,102,42.349,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 09:00:00,1.507,G;Ed,102,42.347,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 09:15:00,1.506,G;Ed,102,42.346,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 09:30:00,1.5,G;Ed,102,42.34,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 09:45:00,1.504,G;Ed,102,42.344,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 10:00:00,1.498,G;Ed,102,42.338,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 10:15:00,1.496,G;Ed,102,42.336,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 10:30:00,1.499,G;Ed,102,42.339,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 10:45:00,1.495,G;Ed,102,42.335,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 11:00:00,1.496,G;Ed,102,42.336,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 11:15:00,1.493,G;Ed,102,42.333,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 11:30:00,1.491,G;Ed,102,42.331,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 11:45:00,1.491,G;Ed,102,42.331,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 12:00:00,1.491,G;Ed,102,42.331,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 12:15:00,1.493,G;Ed,102,42.333,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 12:30:00,1.488,G;Ed,102,42.328,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 12:45:00,1.489,G;Ed,102,42.329,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 13:00:00,1.492,G;Ed,102,42.332,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 13:15:00,1.496,G;Ed,102,42.336,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 13:30:00,1.496,G;Ed,102,42.336,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 13:45:00,1.496,G;Ed,102,42.336,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 14:00:00,1.507,G;Ed,102,42.347,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 14:15:00,1.515,G;Ed,102,42.355,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 14:30:00,1.522,G;Ed,102,42.362,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 14:45:00,1.531,G;Ed,102,42.371,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 15:00:00,1.54,G;Ed,102,42.38,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 15:15:00,1.544,G;Ed,102,42.384,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 15:30:00,1.549,G;Ed,102,42.389,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 15:45:00,1.55,G;Ed,102,42.39,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 16:00:00,1.551,G;Ed,102,42.391,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 16:15:00,1.55,G;Ed,102,42.39,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 16:30:00,1.547,G;Ed,102,42.387,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 16:45:00,1.546,G;Ed,102,42.386,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 17:00:00,1.542,G;Ed,102,42.382,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 17:15:00,1.538,G;Ed,102,42.378,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 17:30:00,1.535,G;Ed,102,42.375,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 17:45:00,1.531,G;Ed,102,42.371,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 18:00:00,1.529,G;Ed,102,42.369,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 18:15:00,1.527,G;Ed,102,42.367,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 18:30:00,1.522,G;Ed,102,42.362,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 18:45:00,1.517,G;Ed,102,42.357,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 19:00:00,1.517,G;Ed,102,42.357,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 19:15:00,1.514,G;Ed,102,42.354,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 19:30:00,1.509,G;Ed,102,42.349,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 19:45:00,1.509,G;Ed,102,42.349,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 20:00:00,1.506,G;Ed,102,42.346,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 20:15:00,1.503,G;Ed,102,42.343,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 20:30:00,1.5,G;Ed,102,42.34,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 20:45:00,1.499,G;Ed,102,42.339,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 21:00:00,1.496,G;Ed,102,42.336,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
17/12/2015 21:15:00,1.493,G;Ed,102,42.333,G,102,,vertikal shift by 0.01 and end shift by 0.01. Shifted to tie in with new site at low levels.
